clip_id,file_name,start_time_s,end_time_s,duration_s,audio_layout,program_type,segment_type,lufs_integrated,true_peak_dbfs,silence_ratio,stereo_correlation,snr_estimated,label_loudness_high,label_loudness_low,label_clipping,label_noise_high,label_silence_anomalous,label_mono_issue,label_distortion,source_format,source_origin,pre_correction,qc_result,annotator,synthetic_case,synthetic_type,confidence,notes,y_bin
100ECDICEN_PGR276 B1_FULL MIX_116,100ECDICEN_PGR276 B1_FULL MIX.wav,575,580,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
100ECDICEN_PGR276 B1_FULL MIX_117,100ECDICEN_PGR276 B1_FULL MIX.wav,580,585,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
100ECDICEN_PGR276 B1_FULL MIX_118,100ECDICEN_PGR276 B1_FULL MIX.wav,585,590,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
100ECDICEN_PGR276 B1_FULL MIX_119,100ECDICEN_PGR276 B1_FULL MIX.wav,590,595,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
100ECDICEN_PGR276 B1_FULL MIX_120,100ECDICEN_PGR276 B1_FULL MIX.wav,595,600,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
100ECDICEN_PGR276 B1_FULL MIX_121,100ECDICEN_PGR276 B1_FULL MIX.wav,600,605,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
100ECDICEN_PGR276 B1_FULL MIX_122,100ECDICEN_PGR276 B1_FULL MIX.wav,605,610,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
100ECDICEN_PGR276 B1_FULL MIX_123,100ECDICEN_PGR276 B1_FULL MIX.wav,610,615,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
100ECDICEN_PGR276 B1_FULL MIX_124,100ECDICEN_PGR276 B1_FULL MIX.wav,615,620,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
100ECDICEN_PGR276 B1_FULL MIX_125,100ECDICEN_PGR276 B1_FULL MIX.wav,620,625,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
100ECDICEN_PGR276 B1_FULL MIX_126,100ECDICEN_PGR276 B1_FULL MIX.wav,625,630,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
100ECDICEN_PGR276 B1_FULL MIX_127,100ECDICEN_PGR276 B1_FULL MIX.wav,630,635,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
100ECDICEN_PGR276 B1_FULL MIX_128,100ECDICEN_PGR276 B1_FULL MIX.wav,635,640,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
100ECDICEN_PGR276 B1_FULL MIX_129,100ECDICEN_PGR276 B1_FULL MIX.wav,640,645,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
100ECDICEN_PGR276 B1_FULL MIX_130,100ECDICEN_PGR276 B1_FULL MIX.wav,645,650,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
13301-LATIDOS-CORAPLUS-GIRASOl_1,13301-LATIDOS-CORAPLUS-GIRASOL.wav,0,5,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
13301-LATIDOS-CORAPLUS-GIRASOl_2,13301-LATIDOS-CORAPLUS-GIRASOL.wav,5,10,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,,0
13301-LATIDOS-CORAPLUS-GIRASOl_3,13301-LATIDOS-CORAPLUS-GIRASOL.wav,10,15,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,0,0
13301-LATIDOS-CORAPLUS-GIRASOl_4,13301-LATIDOS-CORAPLUS-GIRASOL.wav,15,20,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,0,0
13301-LATIDOS-CORAPLUS-GIRASOl_5,13301-LATIDOS-CORAPLUS-GIRASOL.wav,20,25,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,0,0
13301-LATIDOS-CORAPLUS-GIRASOl_6,13301-LATIDOS-CORAPLUS-GIRASOL.wav,25,30,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,0,0
AMERICAAVHOYSAB14_1,AMERICAAVHOYSAB14.wav,0,5,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,0,0
AMERICAAVHOYSAB14_2,AMERICAAVHOYSAB14.wav,5,10,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,0,0
AMERICAAVHOYSAB14_3,AMERICAAVHOYSAB14.wav,10,15,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,0,0
AMERICAAVHOYSAB14_4,AMERICAAVHOYSAB14.wav,15,20,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,0,0
AMERICAAVHOYSAB14_5,AMERICAAVHOYSAB14.wav,20,25,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,0,0
AMERICAAVHOYSAB14_6,AMERICAAVHOYSAB14.wav,25,30,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,0,0
AMERICAAVMAÑSAB14_1,AMERICAAVMAÑSAB14.wav,0,5,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,0,0
AMERICAAVMAÑSAB14_2,AMERICAAVMAÑSAB14.wav,5,10,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,0,0
AMERICAAVMAÑSAB14_3,AMERICAAVMAÑSAB14.wav,10,15,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,0,0
AMERICAAVMAÑSAB14_4,AMERICAAVMAÑSAB14.wav,15,20,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,0,0
AMERICAAVMAÑSAB14_5,AMERICAAVMAÑSAB14.wav,20,25,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,0,0
AMERICAAVMAÑSAB14_6,AMERICAAVMAÑSAB14.wav,25,30,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,0,0
AMERICAAVSAB14_1,AMERICAAVSAB14.wav,0,5,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,0,0
AMERICAAVSAB14_2,AMERICAAVSAB14.wav,5,10,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,0,0
AMERICAAVSAB14_3,AMERICAAVSAB14.wav,10,15,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,0,0
AMERICAAVSAB14_4,AMERICAAVSAB14.wav,15,20,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,0,0
AMERICAAVSAB14_5,AMERICAAVSAB14.wav,20,25,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,0,0
AMERICAAVSAB14_6,AMERICAAVSAB14.wav,25,30,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,0,0
AVANCECOLLECTION-RED-DINERS-DLAL_1,AVANCECOLLECTION-RED-DINERS-DLAL.wav,0,5,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,CLIP MEJOR DINAMICA SIN MUCHA COMPRESION,0
AVANCECOLLECTION-RED-DINERS-DLAL_2,AVANCECOLLECTION-RED-DINERS-DLAL.wav,5,10,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,CLIP MEJOR DINAMICA SIN MUCHA COMPRESION,0
AVANCECOLLECTION-RED-DINERS-DLAL_3,AVANCECOLLECTION-RED-DINERS-DLAL.wav,10,15,5,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,CLIP MEJOR DINAMICA SIN MUCHA COMPRESION,0
AVANCECOLLECTION-RED-DINERS-DLAL_4,AVANCECOLLECTION-RED-DINERS-DLAL.wav,15,18,3,STEREO,COMERCIAL,MIXTO,,,,,,0,0,0,0,0,0,0,WAV,CANAL,0,OK,AA,0,0,5,CLIP MEJOR DINAMICA SIN MUCHA COMPRESION,0
CADENANACIONALVISITA_SILEN_1,CADENANACIONALVISITA_SILEN.wav,0,5,5,STEREO,CADENA,MIXTO,,,,,,0,0,0,0,1,0,0,WAV,CANAL,0,falla,AA,0,0,5,SILENCION ANOMALO,1
CADENANACIONALVISITA_SILEN_2,CADENANACIONALVISITA_SILEN.wav,5,10,5,STEREO,CADENA,MIXTO,,,,,,0,0,0,0,1,0,0,WAV,CANAL,0,falla,AA,0,0,5,SILENCION ANOMALO,1
CADENANACIONALVISITA_SILEN_3,CADENANACIONALVISITA_SILEN.wav,10,15,5,STEREO,CADENA,MIXTO,,,,,,0,0,0,0,1,0,0,WAV,CANAL,0,falla,AA,0,0,5,SILENCION ANOMALO,1
CADENANACIONALVISITA_SILEN_4,CADENANACIONALVISITA_SILEN.wav,15,20,5,STEREO,CADENA,MIXTO,,,,,,0,0,0,0,1,0,0,WAV,CANAL,0,falla,AA,0,0,5,SILENCION ANOMALO,1
CADENANACIONALVISITA_SILEN_5,CADENANACIONALVISITA_SILEN.wav,20,25,5,STEREO,CADENA,MIXTO,,,,,,0,0,0,0,1,0,0,WAV,CANAL,0,falla,AA,0,0,5,SILENCION ANOMALO,1
CADENANACIONALVISITA_SILEN_6,CADENANACIONALVISITA_SILEN.wav,25,30,5,STEREO,CADENA,MIXTO,,,,,,0,0,0,0,1,0,0,WAV,CANAL,0,falla,AA,0,0,5,SILENCION ANOMALO,1
CADENANACIONALVISITA_SILEN_7,CADENANACIONALVISITA_SILEN.wav,30,35,5,STEREO,CADENA,MIXTO,,,,,,0,0,0,0,1,0,0,WAV,CANAL,0,falla,AA,0,0,5,SILENCION ANOMALO,1
CADENANACIONALVISITA_SILEN_8,CADENANACIONALVISITA_SILEN.wav,35,40,5,STEREO,CADENA,MIXTO,,,,,,0,0,0,0,1,0,0,WAV,CANAL,0,falla,AA,0,0,5,SILENCION ANOMALO,1
CADENANACIONALVISITA_SILEN_9,CADENANACIONALVISITA_SILEN.wav,40,45,5,STEREO,CADENA,MIXTO,,,,,,0,0,0,0,1,0,0,WAV,CANAL,0,falla,AA,0,0,5,SILENCION ANOMALO,1
CADENANACIONALVISITA_SILEN_10,CADENANACIONALVISITA_SILEN.wav,45,50,5,STEREO,CADENA,MIXTO,,,,,,0,0,0,0,1,0,0,WAV,CANAL,0,falla,AA,0,0,5,SILENCION ANOMALO,1
CADENANACIONALVISITA_SILEN_11,CADENANACIONALVISITA_SILEN.wav,50,55,5,STEREO,CADENA,MIXTO,,,,,,0,0,0,0,1,0,0,WAV,CANAL,0,falla,AA,0,0,5,SILENCION ANOMALO,1
CADENANACIONALVISITA_SILEN_12,CADENANACIONALVISITA_SILEN.wav,55,60,5,STEREO,CADENA,MIXTO,,,,,,0,0,0,0,1,0,0,WAV,CANAL,0,falla,AA,0,0,5,SILENCION ANOMALO,1
CADENANACIONALVISITA_SILEN_13,CADENANACIONALVISITA_SILEN.wav,60,65,5,STEREO,CADENA,MIXTO,,,,,,0,0,0,0,1,0,0,WAV,CANAL,0,falla,AA,0,0,5,SILENCION ANOMALO,1
CADENANACIONALVISITA_SILEN_14,CADENANACIONALVISITA_SILEN.wav,65,70,5,STEREO,CADENA,MIXTO,,,,,,0,0,0,0,1,0,0,WAV,CANAL,0,falla,AA,0,0,5,SILENCION ANOMALO,1
CADENANACIONALVISITA_SILEN_15,CADENANACIONALVISITA_SILEN.wav,70,75,5,STEREO,CADENA,MIXTO,,,,,,0,0,0,0,1,0,0,WAV,CANAL,0,falla,AA,0,0,5,SILENCION ANOMALO,1
CADENANACIONALVISITA_SILEN_16,CADENANACIONALVISITA_SILEN.wav,75,80,5,STEREO,CADENA,MIXTO,,,,,,0,0,0,0,1,0,0,WAV,CANAL,0,falla,AA,0,0,5,SILENCION ANOMALO,1
CADENANACIONALVISITA_SILEN_17,CADENANACIONALVISITA_SILEN.wav,80,85,5,STEREO,CADENA,MIXTO,,,,,,0,0,0,0,1,0,0,WAV,CANAL,0,falla,AA,0,0,5,SILENCION ANOMALO,1
CADENANACIONALVISITA_SILEN_18,CADENANACIONALVISITA_SILEN.wav,85,90,5,STEREO,CADENA,MIXTO,,,,,,0,0,0,0,1,0,0,WAV,CANAL,0,falla,AA,0,0,5,SILENCION ANOMALO,1
CADENANACIONALVISITA_SILEN_19,CADENANACIONALVISITA_SILEN.wav,90,95,5,STEREO,CADENA,MIXTO,,,,,,0,0,0,0,1,0,0,WAV,CANAL,0,falla,AA,0,0,5,SILENCION ANOMALO,1
CADENANACIONALVISITA_SILEN_20,CADENANACIONALVISITA_SILEN.wav,95,100,5,STEREO,CADENA,MIXTO,,,,,,0,0,0,0,1,0,0,WAV,CANAL,0,falla,AA,0,0,5,SILENCION ANOMALO,1
CADENANACIONALVISITA_SILEN_21,CADENANACIONALVISITA_SILEN.wav,100,105,5,STEREO,CADENA,MIXTO,,,,,,0,0,0,0,1,0,0,WAV,CANAL,0,falla,AA,0,0,5,SILENCION ANOMALO,1
CADENANACIONALVISITA_SILEN_22,CADENANACIONALVISITA_SILEN.wav,105,110,5,STEREO,CADENA,MIXTO,,,,,,0,0,0,0,1,0,0,WAV,CANAL,0,falla,AA,0,0,5,SILENCION ANOMALO,1
CADENANACIONALVISITA_SILEN_23,CADENANACIONALVISITA_SILEN.wav,110,115,5,STEREO,CADENA,MIXTO,,,,,,0,0,0,0,1,0,0,WAV,CANAL,0,falla,AA,0,0,5,SILENCION ANOMALO,1
COCINANDO_PGR_08_B1_POL1_1,COCINANDO_PGR_08_B1_POL1.wav,0,5,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_2,COCINANDO_PGR_08_B1_POL1.wav,5,10,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_3,COCINANDO_PGR_08_B1_POL1.wav,10,15,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_4,COCINANDO_PGR_08_B1_POL1.wav,15,20,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_5,COCINANDO_PGR_08_B1_POL1.wav,20,25,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_6,COCINANDO_PGR_08_B1_POL1.wav,25,30,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_7,COCINANDO_PGR_08_B1_POL1.wav,30,35,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_8,COCINANDO_PGR_08_B1_POL1.wav,35,40,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_9,COCINANDO_PGR_08_B1_POL1.wav,40,45,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_10,COCINANDO_PGR_08_B1_POL1.wav,45,50,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_11,COCINANDO_PGR_08_B1_POL1.wav,50,55,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_12,COCINANDO_PGR_08_B1_POL1.wav,55,60,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_13,COCINANDO_PGR_08_B1_POL1.wav,60,65,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_14,COCINANDO_PGR_08_B1_POL1.wav,65,70,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_15,COCINANDO_PGR_08_B1_POL1.wav,70,75,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_16,COCINANDO_PGR_08_B1_POL1.wav,75,80,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_17,COCINANDO_PGR_08_B1_POL1.wav,80,85,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_18,COCINANDO_PGR_08_B1_POL1.wav,85,90,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_19,COCINANDO_PGR_08_B1_POL1.wav,90,95,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_20,COCINANDO_PGR_08_B1_POL1.wav,95,100,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_21,COCINANDO_PGR_08_B1_POL1.wav,100,105,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_22,COCINANDO_PGR_08_B1_POL1.wav,105,110,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_23,COCINANDO_PGR_08_B1_POL1.wav,110,115,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_24,COCINANDO_PGR_08_B1_POL1.wav,115,120,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_25,COCINANDO_PGR_08_B1_POL1.wav,120,125,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_26,COCINANDO_PGR_08_B1_POL1.wav,125,130,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_27,COCINANDO_PGR_08_B1_POL1.wav,130,135,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_28,COCINANDO_PGR_08_B1_POL1.wav,135,140,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_29,COCINANDO_PGR_08_B1_POL1.wav,140,145,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_30,COCINANDO_PGR_08_B1_POL1.wav,145,150,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_31,COCINANDO_PGR_08_B1_POL1.wav,150,155,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_32,COCINANDO_PGR_08_B1_POL1.wav,155,160,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_33,COCINANDO_PGR_08_B1_POL1.wav,160,165,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_34,COCINANDO_PGR_08_B1_POL1.wav,165,170,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_35,COCINANDO_PGR_08_B1_POL1.wav,170,175,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_36,COCINANDO_PGR_08_B1_POL1.wav,175,180,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
COCINANDO_PGR_08_B1_POL1_37,COCINANDO_PGR_08_B1_POL1.wav,180,185,5,STEREO,SERIE,MIXTO,,,,,,0,0,0,0,0,1,0,WAV,CANAL,0,falla,AA,1,POLARIDAD INVERTIDA,5,CANAL R POLARIDAD INVERTIDA. VOZ CENTRO DESAPARECE,1
